appid,maxccu,success_class,suc_class,followers
1025460,5,F,0,147
885910,23,F,0,463
1359760,6,F,0,264
403090,66,F,0,144
385030,224,F,0,141
536470,78,F,0,106
831120,8,F,0,627
876320,17,F,0,1499
858880,3,F,0,257
1233250,5,F,0,163
1281530,8,F,0,136
1189200,19,F,0,385
1131140,21,F,0,152
528270,5,F,0,131
594980,4,F,0,0
414490,7,F,0,1533
624830,8,F,0,474
1010780,6,F,0,304
1038630,7,F,0,117
414160,7,F,0,397
1261660,9,F,0,80
1284550,7,F,0,79
1289490,5,F,0,136
1279370,19,F,0,441
1352680,5,F,0,265
1322600,201,F,0,77
1359900,12,F,0,213
406780,11,F,0,296
448010,699,F,0,247
460970,84,F,0,264
438460,5,F,0,743
523030,4,F,0,306
436070,7,F,0,1540
662620,11,F,0,104
746470,69,F,0,1928
658140,42,F,0,3550
864420,7,F,0,354
889520,11,F,0,135
889320,4,F,0,0
1099960,6,F,0,101
1171820,45,F,0,135
1379900,11,F,0,811
1410870,22,F,0,164
408340,18,F,0,884
493100,5,F,0,145
598350,5,F,0,164
608870,6,F,0,413
632250,7,F,0,699
756700,7,F,0,657
652360,7,F,0,1158
893560,35,F,0,1592
760920,10,F,0,798
984570,6,F,0,82
1427020,9,F,0,180
364210,29,F,0,3083
628150,16,F,0,504
697660,5,F,0,1204
757380,11,F,0,441
735060,6,F,0,706
787970,20,F,0,288
1014560,5,F,0,206
1091400,4,F,0,144
1081880,18,F,0,271
1132100,61,F,0,220
1389610,6,F,0,440
384100,7,F,0,1573
431830,29,F,0,2104
497420,32,F,0,200
435000,5,F,0,341
611640,5,F,0,366
913280,4,F,0,109
1045590,62,F,0,540
1135740,20,F,0,600
1236860,4,F,0,221
1314590,6,F,0,203
332810,9,F,0,136
370490,41,F,0,181
507080,43,F,0,174
562320,10,F,0,311
630020,14,F,0,451
566380,7,F,0,121
825930,4,F,0,15751
862920,7,F,0,101
1001880,7,F,0,154
1203890,14,F,0,264
1229310,22,F,0,1940
1050720,6,F,0,658
286880,11,F,0,417
563520,1174,F,0,573
681100,5,F,0,225
601790,16,F,0,809
719800,17,F,0,540
770090,9,F,0,462
551440,8,F,0,455
861030,5,F,0,800
496530,100,F,0,372
504560,7,F,0,0
607040,58,F,0,283
600250,6,F,0,445
1003490,11,F,0,316
1024630,6,F,0,606
1141450,5,F,0,542
1198310,10,F,0,400
1455380,9,F,0,130
414260,8,F,0,564
493820,9,F,0,353
501030,780,F,0,258
500480,6,F,0,287
567980,9,F,0,185
889170,9,F,0,266
1037830,41,F,0,504
1091590,13,F,0,387
299020,8,F,0,168
398140,153,F,0,290
526730,13,F,0,231
545830,13,F,0,693
813400,7,F,0,395
918990,8,F,0,222
977490,30,F,0,151
1098150,120,F,0,213
1307780,15,F,0,155
676000,4,F,0,52
1077340,7,F,0,102
561100,8,F,0,746
768060,3,F,0,588
827220,15,F,0,189
644010,4,F,0,389
504010,7,F,0,1010
508710,668,F,0,432
868340,6,F,0,338
1065390,92,F,0,527
1175930,32,F,0,485
508760,3329,D,0,69
599880,2891,D,0,145
853620,5,F,0,48
740270,9,F,0,166
46850,3,F,0,80
338590,14,F,0,335
524030,10,F,0,330
761790,31,F,0,436
851650,40,F,0,263
768540,9,F,0,1906
843730,9,F,0,1126
477170,7,F,0,242
485570,1176,F,0,193
652480,7,F,0,86
919200,9,F,0,459
561440,17,F,0,824
288650,8,F,0,0
551050,725,F,0,0
1049130,18,F,0,516
1309830,15,F,0,254
1338650,12,F,0,223
544870,76,F,0,109
644160,10,F,0,322
521100,90,F,0,202
692790,8,F,0,237
1038240,18,F,0,772
1088880,3,F,0,222
628330,31,F,0,2917
805360,3,F,0,35
882070,4,F,0,68
1211640,42,F,0,2372
1210680,21,F,0,161
404630,1112,F,0,338
684250,20,F,0,422
893870,35,F,0,1725
781660,5,F,0,89
712530,5,F,0,389
1330730,24,F,0,702
541720,17,F,0,215
551930,574,F,0,114
768840,49,F,0,277
326130,6,F,0,136
693880,3,F,0,44
1251410,15,F,0,80
494460,15,F,0,473
666250,7,F,0,127
755600,9,F,0,70
385600,32,F,0,447
711560,13,F,0,13887
316740,3,F,0,132
397730,10,F,0,102
782100,13,F,0,37
933700,10,F,0,810
1062260,19,F,0,572
281260,2,F,0,109
286730,5,F,0,326
853210,8,F,0,60
302460,3,F,0,72
871810,34,F,0,661
423700,9,F,0,862
756260,39,F,0,59
954530,12,F,0,135
363960,32,F,0,769
562240,2921,D,0,159
719120,24,F,0,80
341160,671,F,0,157
645830,30,F,0,1384
315070,968,F,0,0
452940,11,F,0,146
679500,7,F,0,194
798650,6,F,0,80
684690,15,F,0,423
900490,5,F,0,82
1078550,8,F,0,331
1144150,3,F,0,100
704920,7,F,0,281
1272860,15,F,0,212
1411330,13,F,0,103
535910,25,F,0,104
564810,201,F,0,144
934070,6,F,0,74
986830,19,F,0,218
1005450,9,F,0,308
1282320,4,F,0,137
832320,9,F,0,597
1336790,12,F,0,46
1294230,7,F,0,263
38120,10,F,0,194
451100,43,F,0,146
725410,12,F,0,481
857200,31,F,0,1404
1004510,5,F,0,279
1042330,5,F,0,70
1064030,6,F,0,222
1157260,4,F,0,178
1203990,7,F,0,311
1384960,5,F,0,129
1462790,16,F,0,402
448500,1836,F,0,193
502150,783,F,0,78
485160,68,F,0,0
668660,7,F,0,0
677910,5,F,0,407
790290,3,F,0,114
907330,6,F,0,270
831530,15,F,0,394
994860,2,F,0,212
1004150,23,F,0,465
1061150,5,F,0,242
1174500,20,F,0,219
1233820,3,F,0,73
1238360,11,F,0,321
1222200,6,F,0,776
1329110,4,F,0,215
1422630,12,F,0,128
298830,25,F,0,837
316020,6,F,0,283
569360,154,F,0,240
706920,4,F,0,279
701900,7,F,0,69
698450,11,F,0,392
772090,8,F,0,336
790120,6,F,0,53
956500,141,F,0,1097
890280,10,F,0,529
1094290,16,F,0,360
1188760,5,F,0,128
351330,10,F,0,257
470760,3,F,0,189
506280,6,F,0,135
739960,80,F,0,415
754520,5,F,0,53
878020,5,F,0,121
1176160,7,F,0,1212
1165840,8,F,0,302
1351950,10,F,0,301
499100,9,F,0,120
724010,5,F,0,322
954150,9,F,0,379
985650,15,F,0,524
1196500,15,F,0,248
404850,3535,D,0,177
469710,63,F,0,346
504110,12,F,0,1791
549700,9,F,0,0
457370,8,F,0,639
798850,9,F,0,43
428490,113,F,0,0
839670,10,F,0,303
841500,25,F,0,281
868580,4,F,0,603
792860,7,F,0,118
916130,9,F,0,390
933140,41,F,0,100
940650,20,F,0,2742
812960,14,F,0,1564
1088600,11,F,0,1062
16200,8,F,0,249
321540,34,F,0,0
433590,12,F,0,909
525500,16,F,0,0
805280,12,F,0,395
808800,11,F,0,1669
894540,7,F,0,781
1016970,7,F,0,100
1249070,14,F,0,971
37500,2,F,0,0
358200,5,F,0,203
492080,4,F,0,930
518280,14,F,0,1526
566970,23,F,0,0
742530,19,F,0,726
804290,5,F,0,145
845900,13,F,0,308
1086030,10,F,0,1088
1224640,21,F,0,86
522730,5,F,0,159
464000,17,F,0,301
545060,21,F,0,846
728420,4,F,0,454
698790,24,F,0,488
1182940,14,F,0,290
1305440,7,F,0,187
1413680,73,F,0,96
602590,6,F,0,731
803850,5,F,0,869
940300,12,F,0,732
1065230,5,F,0,88
1177610,6,F,0,1320
951530,13,F,0,265
334830,5,F,0,0
433630,4,F,0,385
1050230,3,F,0,1115
1204370,9,F,0,196
677060,30,F,0,301
536690,5,F,0,860
770200,6,F,0,605
1083480,7,F,0,169
1093760,15,F,0,871
253670,7,F,0,680
419590,1704,F,0,593
549180,9,F,0,548
803010,113,F,0,717
1078800,15,F,0,531
1387510,19,F,0,241
410130,103,F,0,182
329310,4,F,0,616
355310,12,F,0,445
452320,401,F,0,928
513720,19,F,0,262
496290,10,F,0,2775
905650,36,F,0,190
933230,42,F,0,360
1047090,21,F,0,127
280500,222,F,0,97
409040,22,F,0,0
913910,6,F,0,452
898460,5,F,0,402
313200,4,F,0,251
341780,585,F,0,750
343800,26,F,0,296
570890,267,F,0,397
700020,19,F,0,376
820040,33,F,0,71
989460,51,F,0,163
376110,8,F,0,379
777040,12,F,0,370
911510,19,F,0,5497
450050,8,F,0,926
614970,8,F,0,1020
675720,5,F,0,53
688570,10,F,0,206
708450,460,F,0,0
1108620,3,F,0,75
296850,32,F,0,172
420920,7,F,0,488
710120,2,F,0,51
302170,4,F,0,182
711770,11,F,0,225
764410,10,F,0,88
49320,3,F,0,73
699590,2,F,0,55
412410,6,F,0,409
409170,12,F,0,424
706320,4,F,0,46
60600,11,F,0,0
513990,6,F,0,0
571340,18,F,0,1184
314460,821,F,0,0
569640,9,F,0,842
701540,35,F,0,2702
867480,4,F,0,124
985720,12,F,0,1106
725680,4,F,0,92
597210,4,F,0,781
709700,3,F,0,47
984240,42,F,0,282
1197440,16,F,0,1252
622920,1423,F,0,75
293920,5,F,0,874
603150,1106,F,0,90
675210,12,F,0,260
709870,5,F,0,233
406280,7,F,0,827
482890,1010,F,0,628
289220,466,F,0,187
847660,5,F,0,10021
523190,79,F,0,717
921970,9,F,0,2592
1052500,134,F,0,1039
281350,6,F,0,178
310450,18,F,0,286
1484680,144,F,0,455
273030,67,F,0,268
652550,34,F,0,211
632880,9,F,0,119
696200,11,F,0,266
936650,10,F,0,131
899270,4,F,0,119
984450,5,F,0,243
1198290,10,F,0,76
1327820,10,F,0,256
1330120,4,F,0,137
1394810,12,F,0,282
466900,5,F,0,248
627670,33,F,0,170
711130,6,F,0,218
770600,6,F,0,653
768970,11,F,0,554
806720,9,F,0,565
917380,9,F,0,379
986710,8,F,0,238
1127680,4,F,0,75
1214850,14,F,0,108
1328810,8,F,0,53
406920,4,F,0,241
546170,381,F,0,92
521620,12,F,0,0
618210,8,F,0,305
618070,119,F,0,165
786990,6,F,0,0
930640,4,F,0,64
1057130,10,F,0,227
1153980,6,F,0,118
1338830,12,F,0,173
1483350,17,F,0,319
437060,85,F,0,143
499370,9,F,0,0
762190,6,F,0,709
725510,8,F,0,462
792350,17,F,0,45
799110,11,F,0,63
839340,74,F,0,0
826040,6,F,0,218
849680,5,F,0,65
970730,6,F,0,244
1005050,28,F,0,209
1118410,6,F,0,292
1160700,5,F,0,2760
1195910,13,F,0,327
433890,8,F,0,568
618370,12,F,0,247
711430,10,F,0,333
705240,3,F,0,45
787710,6,F,0,280
865220,7,F,0,79
891960,20,F,0,589
1094930,13,F,0,1733
1118740,13,F,0,321
1127920,8,F,0,603
491210,8,F,0,337
491720,105,F,0,114
524560,35,F,0,388
556140,7,F,0,178
864610,10,F,0,501
985040,4,F,0,196
1081870,8,F,0,492
1180370,4,F,0,242
1216590,6,F,0,189
358210,6,F,0,281
966400,12,F,0,1125
1071320,50,F,0,711
1275770,8,F,0,74
1441180,79,F,0,702
1102580,7,F,0,247
513860,18,F,0,377
517470,45,F,0,213
544520,15,F,0,276
332270,10,F,0,2373
784100,3,F,0,101
713180,11,F,0,307
873820,7,F,0,395
909570,13,F,0,304
1310210,5,F,0,101
457450,630,F,0,226
498830,151,F,0,325
828380,17,F,0,442
895470,3,F,0,84
936820,32,F,0,1088
1012830,7,F,0,171
1213680,5,F,0,434
397180,32,F,0,1665
442260,7,F,0,245
463460,19,F,0,1161
591350,13,F,0,70
622830,9,F,0,653
749920,17,F,0,1359
842850,6,F,0,335
914450,14,F,0,812
2720,7,F,0,138
340440,99,F,0,986
471380,35,F,0,481
513820,254,F,0,282
555720,9,F,0,477
531140,7,F,0,893
548890,5,F,0,477
580520,5,F,0,986
803260,7,F,0,2316
835040,15,F,0,379
1012800,3,F,0,200
1019340,5,F,0,182
1179220,4,F,0,544
1225070,25,F,0,218
1202100,997,F,0,379
357010,15,F,0,706
509850,188,F,0,91
436400,6,F,0,551
726720,6,F,0,817
436690,48,F,0,964
799260,5,F,0,457
548240,8,F,0,342
1107300,30,F,0,746
350800,5,F,0,1333
766680,6,F,0,4015
356460,5,F,0,427
514150,6,F,0,451
498740,17,F,0,0
746410,5,F,0,74
815830,11,F,0,31
1188430,9,F,0,552
301420,3,F,0,353
636580,12,F,0,1377
636400,2727,D,0,0
1175980,18,F,0,178
720270,21,F,0,308
1241910,35,F,0,747
739690,11,F,0,4027
485660,621,F,0,373
605310,10,F,0,487
733090,8,F,0,161
803080,75,F,0,60
297620,3,F,0,96
604830,1005,F,0,76
764430,7,F,0,1016
494220,35,F,0,576
712080,18,F,0,819
882670,39,F,0,810
1031810,3,F,0,55
261740,3,F,0,115
260000,9,F,0,117
549910,9,F,0,405
708370,6,F,0,426
650860,7,F,0,154
743190,17,F,0,252
376450,13,F,0,7588
521450,6,F,0,664
705090,2,F,0,52
736930,53,F,0,276
763290,64,F,0,500
774331,5,F,0,263
843520,8,F,0,887
320120,75,F,0,354
431740,2651,D,0,128
459020,188,F,0,1165
602930,304,F,0,195
645930,18,F,0,876
883670,15,F,0,367
461510,45,F,0,4218
1275290,17,F,0,445
485820,18,F,0,900
693890,3,F,0,46
969970,13,F,0,906
811310,14,F,0,785
503830,1178,F,0,145
532600,75,F,0,90
728990,4,F,0,447
863460,48,F,0,3281
333100,6,F,0,1430
745380,6,F,0,52
314290,367,F,0,166
563320,100,F,0,321
1489880,15,F,0,280
796440,5,F,0,81
391820,61,F,0,642
842250,35,F,0,1911
542690,1074,F,0,59
16060,10,F,0,136
1123550,136,F,0,675
440810,20,F,0,364
444620,26,F,0,923
269530,20,F,0,842
316950,2,F,0,62
302910,2,F,0,189
585560,1688,F,0,91
389460,8898,C,1,120
629030,708,F,0,92
389530,23,F,0,2013
664850,7,F,0,243
992120,14,F,0,205
1021880,26,F,0,131
1124990,4,F,0,117
1180900,7,F,0,685
552200,26,F,0,164
613130,96,F,0,160
667800,253,F,0,398
673980,8,F,0,89
669910,4,F,0,215
833990,9,F,0,318
561260,7,F,0,439
907600,5,F,0,650
1125860,5,F,0,87
1208810,8,F,0,171
1285020,15,F,0,92
1034930,6,F,0,372
1341960,3,F,0,111
1284950,7,F,0,373
405530,7,F,0,145
639770,6,F,0,158
658050,7,F,0,274
597900,4,F,0,173
960590,5,F,0,483
1059090,5,F,0,246
1138970,29,F,0,418
960220,4,F,0,95
1331090,13,F,0,228
1393500,19,F,0,605
1471910,89,F,0,120
337650,9,F,0,348
304850,6,F,0,339
617690,7,F,0,381
501530,24,F,0,254
1238330,20,F,0,581
509780,3,F,0,127
809530,5,F,0,874
789050,4,F,0,223
831070,17,F,0,257
872990,13,F,0,244
858900,10,F,0,396
840430,11,F,0,1821
1022010,5,F,0,225
1002270,5,F,0,1020
1045020,5,F,0,101
1063830,9,F,0,297
1159000,14,F,0,175
708890,5,F,0,268
765610,4,F,0,146
788410,16,F,0,0
961420,5,F,0,820
1318560,33,F,0,153
241790,5,F,0,422
488590,7,F,0,245
485260,30,F,0,364
524540,49,F,0,336
489760,7,F,0,186
620710,26,F,0,0
1045850,13,F,0,408
975620,10,F,0,281
1231950,12,F,0,942
366620,70,F,0,0
410440,22,F,0,216
622890,65,F,0,149
657260,17,F,0,489
749670,4,F,0,63
1230340,5,F,0,152
1444750,11,F,0,395
34500,4,F,0,227
538550,13,F,0,301
372080,10,F,0,537
716400,5,F,0,591
1064200,12,F,0,571
1058740,20,F,0,856
497680,9,F,0,106
563150,1174,F,0,236
674480,10,F,0,996
296030,29,F,0,847
509290,4,F,0,0
510290,9,F,0,410
587920,9,F,0,648
601400,14,F,0,0
704680,21,F,0,605
874130,11,F,0,60
1389470,10,F,0,145
449340,123,F,0,264
465150,10,F,0,517
642170,20,F,0,638
712090,7,F,0,186
636460,46,F,0,620
794740,5,F,0,289
950210,5,F,0,334
1077890,6,F,0,244
1170190,5,F,0,440
675730,4,F,0,198
731650,13,F,0,952
658830,50,F,0,1701
951330,9,F,0,253
966000,6,F,0,113
345020,6,F,0,1274
1205620,26,F,0,1151
453770,92,F,0,189
562330,1791,F,0,358
595660,21,F,0,775
799810,8,F,0,314
991070,9,F,0,166
410120,73,F,0,300
458420,52,F,0,268
706520,7,F,0,635
475070,11,F,0,301
793240,5,F,0,6633
857180,14,F,0,2310
1189740,18,F,0,189
31980,20,F,0,0
374240,34,F,0,2030
416800,5,F,0,439
423800,35,F,0,941
679470,142,F,0,200
1234550,30,F,0,217
32710,7,F,0,315
486170,44,F,0,220
604140,1396,F,0,85
612510,4457,D,0,0
871550,20,F,0,216
1165380,23,F,0,113
318950,12,F,0,352
358340,6,F,0,189
443980,23,F,0,1977
644420,5,F,0,562
743830,15,F,0,351
370270,136,F,0,249
693670,14,F,0,258
711710,8,F,0,441
1368810,12,F,0,700
344180,10,F,0,741
511190,3,F,0,207
536410,1801,F,0,346
695760,12,F,0,1433
727530,14,F,0,74
866310,2,F,0,38
1094760,18,F,0,1831
1397220,56,F,0,281
710110,4,F,0,54
954170,10,F,0,170
756410,21,F,0,317
1196620,10,F,0,320
1300680,13,F,0,428
307980,236,F,0,162
563470,9,F,0,210
1145270,37,F,0,290
1084870,4,F,0,261
1074820,60,F,0,593
973390,89,F,0,740
655120,4,F,0,71
666290,16,F,0,146
891950,61,F,0,188
649880,6,F,0,251
673220,5,F,0,190
610570,12,F,0,595
581310,118,F,0,951
385310,179,F,0,2146
1119570,13,F,0,254
372780,13,F,0,886
465870,6,F,0,751
667920,7,F,0,183
712000,25,F,0,0
906920,4,F,0,54
705070,5,F,0,105
411600,13,F,0,2483
533340,1594,F,0,96
1094660,10,F,0,950
673940,90,F,0,718
325430,11,F,0,2706
426590,6,F,0,3981
745710,33,F,0,77
605760,125,F,0,1088
247310,8,F,0,145
477180,827,F,0,234
73060,18,F,0,172
745670,5,F,0,51
788510,11,F,0,228
420210,9,F,0,554
295990,81,F,0,124
216130,11,F,0,384
444350,41,F,0,1448
449240,11,F,0,174
510060,4,F,0,0
602080,13,F,0,934
1036490,3,F,0,102
1064690,6,F,0,284
793830,20,F,0,621
732930,11,F,0,316
1343130,14,F,0,214
1455230,8,F,0,70
448520,66,F,0,190
832080,11,F,0,548
873070,6,F,0,104
1054270,9,F,0,186
1091720,7,F,0,232
1170120,14,F,0,208
1279380,28,F,0,453
1390490,11,F,0,501
1387580,129,F,0,691
201000,9,F,0,248
417410,21,F,0,320
503860,8,F,0,0
470580,8,F,0,856
654910,5,F,0,89
620080,16,F,0,2424
688070,12,F,0,535
800190,3,F,0,230
770630,8,F,0,0
993780,18,F,0,102
1092780,13,F,0,80
1159450,9,F,0,210
1187600,15,F,0,379
294710,5,F,0,137
386200,4,F,0,513
446760,21,F,0,1526
396260,4,F,0,213
500470,3,F,0,433
677300,11,F,0,460
681530,6,F,0,271
701440,9,F,0,178
774221,4,F,0,251
758660,4,F,0,495
561930,6,F,0,478
882210,11,F,0,216
924940,5,F,0,127
966010,3,F,0,107
968290,5,F,0,58
1037100,5,F,0,229
1364010,4,F,0,369
1473050,9,F,0,89
480690,5,F,0,480
520820,798,F,0,273
467490,9,F,0,238
578870,8,F,0,431
615150,8,F,0,492
712060,36,F,0,203
889220,477,F,0,189
1232590,13,F,0,451
1412240,48,F,0,107
458170,29,F,0,403
456760,12,F,0,1548
797010,22,F,0,1131
981880,8,F,0,239
877330,39,F,0,140
1231940,16,F,0,2991
1493450,6,F,0,125
415390,18,F,0,163
416250,39,F,0,469
722620,18,F,0,354
675490,30,F,0,1691
497190,17,F,0,89
796650,12,F,0,355
1098700,5,F,0,231
1052150,8,F,0,455
542520,7,F,0,0
606940,9,F,0,75
1012970,23,F,0,216
1024400,24,F,0,1536
1037940,17,F,0,2347
205270,3,F,0,2248
623160,17,F,0,162
1089860,32,F,0,230
955610,15,F,0,356
270750,36,F,0,378
389470,6,F,0,1019
462860,18,F,0,459
612670,14,F,0,664
622380,28,F,0,506
821390,7,F,0,48
866400,9,F,0,1173
739810,9,F,0,181
862740,4,F,0,528
1160870,7,F,0,91
1229030,10,F,0,262
435140,714,F,0,103
625940,19,F,0,235
391180,306,F,0,403
345990,9,F,0,1184
573070,6,F,0,540
1002630,6,F,0,270
70500,3,F,0,0
422020,6,F,0,328
490690,1417,F,0,391
1112240,9,F,0,431
683770,52,F,0,876
726320,3,F,0,100
905150,19,F,0,182
941730,10,F,0,443
1015430,4,F,0,680
494990,23,F,0,648
578350,10,F,0,256
603420,13,F,0,0
733250,15,F,0,66
1128100,8,F,0,1613
998470,4,F,0,3377
1051890,8,F,0,357
1217200,9,F,0,294
605180,7,F,0,494
795160,9,F,0,1684
972890,111,F,0,250
486120,104,F,0,166
564750,62,F,0,665
681750,8,F,0,772
723450,3,F,0,114
886370,8,F,0,1713
421790,42,F,0,1028
939450,27,F,0,675
262300,4,F,0,352
1177100,25,F,0,417
428250,8,F,0,145
262510,8,F,0,357
1141530,51,F,0,337
375040,57,F,0,186
1063560,7,F,0,194
565660,131,F,0,481
752300,5,F,0,249
755630,8,F,0,244
434890,1260,F,0,0
568070,23,F,0,2927
872350,7,F,0,801
327380,7,F,0,560
594720,1049,F,0,612
700740,17,F,0,1056
868890,2,F,0,86
448690,419,F,0,127
344030,7,F,0,373
754800,3,F,0,31
538990,16,F,0,2785
823100,5,F,0,69
683220,3,F,0,73
823700,16,F,0,0
738880,12,F,0,256
685750,5,F,0,58
741320,21,F,0,1451
383800,349,F,0,171
510790,16,F,0,467
261350,15,F,0,393
340550,7,F,0,140
510750,18,F,0,451
301730,8,F,0,115
515980,30,F,0,1309
288270,14,F,0,497
770350,6,F,0,68
1043350,6,F,0,352
541380,462,F,0,171
817680,5,F,0,100
320790,35,F,0,787
681720,8,F,0,382
428800,12,F,0,643
301680,1080,F,0,160
12430,3,F,0,101
380570,47,F,0,773
548480,1499,F,0,1180
92700,8,F,0,0
3230,7,F,0,243
1264350,10,F,0,206
464400,6,F,0,270
680030,24,F,0,1517
893470,5,F,0,204
912930,9,F,0,467
1081160,5,F,0,156
1090790,4,F,0,105
1200930,4,F,0,102
1330260,12,F,0,241
724180,10,F,0,262
709510,10,F,0,286
869870,6,F,0,872
879430,3,F,0,65
1116110,7,F,0,301
1224900,4,F,0,81
1268370,74,F,0,169
1098560,31,F,0,1310
1395540,14,F,0,136
522130,12,F,0,989
947120,13,F,0,356
1051840,5,F,0,544
1065630,5,F,0,234
1085990,2,F,0,21
1126600,7,F,0,387
412930,10,F,0,190
485970,4,F,0,555
641860,13,F,0,193
623170,11,F,0,138
788150,4,F,0,430
785760,6,F,0,149
1143750,6,F,0,311
1235790,5,F,0,59
1031790,11,F,0,137
1283210,7,F,0,607
1264770,6,F,0,64
200990,10,F,0,243
604170,53,F,0,2758
818940,18,F,0,1163
859370,8,F,0,188
1142180,6,F,0,395
1087440,21,F,0,820
437730,5,F,0,375
602010,38,F,0,270
604010,951,F,0,84
664530,7,F,0,228
796380,13,F,0,184
818410,5,F,0,114
958050,8,F,0,509
1166600,26,F,0,158
1166230,9,F,0,813
1151680,7,F,0,906
1194940,4,F,0,285
1285510,7,F,0,163
1454140,5,F,0,109
1464500,8,F,0,373
560220,190,F,0,135
601570,938,F,0,439
619550,14,F,0,304
868060,9,F,0,1687
888010,6,F,0,442
987000,7,F,0,405
1333800,19,F,0,417
544540,6,F,0,362
566270,54,F,0,594
625990,48,F,0,281
806020,5,F,0,126
567140,1289,F,0,102
793200,4,F,0,42
1066810,61,F,0,766
1151060,10,F,0,180
1422750,9,F,0,467
12530,9,F,0,321
574160,81,F,0,1632
1037750,16,F,0,1829
1089660,42,F,0,267
1029870,14,F,0,343
16100,16,F,0,220
259940,9,F,0,157
639220,11,F,0,198
780840,6,F,0,200
1086470,13,F,0,201
1192580,4,F,0,152
270760,33,F,0,461
291430,269,F,0,0
343820,12,F,0,360
496310,6,F,0,811
493220,40,F,0,1045
726120,5,F,0,12726
896230,20,F,0,165
695510,10,F,0,608
1036200,4,F,0,85
1261530,15,F,0,653
497040,14,F,0,312
588410,16,F,0,212
678820,79,F,0,158
754160,19,F,0,348
806960,15,F,0,234
1064160,19,F,0,677
1064670,11,F,0,150
351720,1077,F,0,332
722660,46,F,0,1386
618750,19,F,0,481
808090,21,F,0,550
1115380,31,F,0,84
456440,3,F,0,177
306480,16,F,0,973
566910,12,F,0,781
589250,7,F,0,381
812090,5,F,0,385
376250,173,F,0,1454
315650,14,F,0,300
412540,657,F,0,213
459130,525,F,0,491
505080,25,F,0,1445
654710,4,F,0,153
454570,17,F,0,253
455340,45,F,0,1661
412380,131,F,0,321
409070,223,F,0,222
443800,8,F,0,477
528070,1110,F,0,101
933080,14,F,0,271
458410,50,F,0,1464
539050,9,F,0,966
526980,21,F,0,589
1013130,5,F,0,423
409520,73,F,0,916
620050,7,F,0,1698
578830,52,F,0,293
1217220,33,F,0,901
440950,18,F,0,0
688650,19,F,0,410
294700,10,F,0,144
552410,89,F,0,755
451670,240,F,0,993
457670,13,F,0,400
448670,8,F,0,312
620700,8,F,0,1074
554570,18,F,0,1776
932940,7,F,0,45
283450,58,F,0,167
520250,4,F,0,272
384840,44,F,0,1172
270410,34,F,0,461
722750,19,F,0,0
1014810,20,F,0,174
224380,16,F,0,3120
322630,34,F,0,2550
490080,34,F,0,1351
72500,2,F,0,52
536640,88,F,0,0
511720,48,F,0,475
753990,8,F,0,85
572010,4601,D,0,315
1222930,42,F,0,143
562340,11,F,0,2970
924810,51,F,0,199
459440,52,F,0,967
359060,99,F,0,374
292820,11,F,0,165
300900,3,F,0,132
626200,37,F,0,1546
320310,4,F,0,386
37240,10,F,0,383
438790,19,F,0,214
335090,4,F,0,0
630460,7,F,0,132
1323410,9,F,0,247
1330550,10,F,0,61
522340,8,F,0,308
596470,8,F,0,105
741520,7,F,0,384
1131870,4,F,0,191
1228600,13,F,0,405
778780,3,F,0,69
976700,5,F,0,2582
837040,5,F,0,118
1131750,4,F,0,218
1141290,25,F,0,95
1270850,4,F,0,264
1328570,4,F,0,39
1332860,4,F,0,142
535160,49,F,0,307
611630,8,F,0,225
743850,7,F,0,591
859640,11,F,0,563
837940,7,F,0,271
1009460,15,F,0,1257
1059890,8,F,0,494
1137330,6,F,0,463
612640,33,F,0,325
904700,5,F,0,277
1180790,5,F,0,136
1247880,9,F,0,205
1371810,9,F,0,246
441510,19,F,0,192
526130,5,F,0,391
789380,7,F,0,191
1193990,4,F,0,161
1249420,15,F,0,235
1380010,46,F,0,1122
1401320,8,F,0,190
1431350,25,F,0,206
514650,438,F,0,108
453780,21,F,0,241
535980,10,F,0,126
610610,7,F,0,607
675030,7,F,0,243
722890,4,F,0,125
768290,10,F,0,147
914000,12,F,0,418
864430,6,F,0,476
1235120,7,F,0,91
416180,26,F,0,476
461810,5,F,0,1338
970580,6,F,0,219
1222600,8,F,0,266
1286370,7,F,0,326
1308840,8,F,0,140
1339330,12,F,0,147
315080,1399,F,0,543
386740,27,F,0,298
546780,13,F,0,240
562660,169,F,0,0
661120,499,F,0,215
783440,6,F,0,360
1107060,4,F,0,245
1130390,127,F,0,315
1256920,6,F,0,128
1276040,9,F,0,79
440280,26,F,0,1221
526240,5,F,0,254
503950,819,F,0,289
536430,27,F,0,238
657290,8,F,0,435
727480,4,F,0,109
952920,4,F,0,276
1101130,6,F,0,135
3510,12,F,0,118
490880,2206,D,0,164
493320,3,F,0,290
795570,6,F,0,316
981960,4,F,0,126
624920,6,F,0,393
834180,10,F,0,34
1059460,5,F,0,336
1159500,23,F,0,336
1201810,8,F,0,97
405860,17,F,0,198
444430,8,F,0,275
708310,11,F,0,0
708760,19,F,0,546
855190,10,F,0,743
1024640,21,F,0,1080
411750,32,F,0,658
510910,6,F,0,214
564210,1463,F,0,1626
927840,4,F,0,290
1265390,23,F,0,334
1378140,5,F,0,4341
378070,3,F,0,621
663130,27,F,0,851
683000,52,F,0,1204
674170,13,F,0,388
949530,3,F,0,110
674370,9,F,0,1163
1034740,11,F,0,329
1301850,11,F,0,538
