appid,maxccu,success_class,suc_class,followers
711050,3,F,0,167
661380,2,F,0,20
698360,4,F,0,667
716920,3,F,0,27
729320,2,F,0,42
461590,2,F,0,93
724900,1,F,0,52
591920,2,F,0,46
693310,7,F,0,123
718240,3,F,0,31
753390,2,F,0,90
719630,6,F,0,46
713840,7,F,0,198
748110,4,F,0,149
771670,2,F,0,0
779110,4,F,0,422
780000,4,F,0,73
780260,2,F,0,0
777850,3,F,0,32
618260,1006,F,0,47
772360,4,F,0,34
686040,4,F,0,79
782280,4,F,0,0
760010,3,F,0,56
776020,7,F,0,67
807840,1,F,0,27
800520,4,F,0,52
760530,3,F,0,106
757540,2,F,0,60
727430,2,F,0,40
765470,4,F,0,1259
719070,2,F,0,75
828540,1,F,0,37
840050,3,F,0,200
829410,3,F,0,27
762630,2,F,0,107
845820,1,F,0,37
836470,6,F,0,62
812170,2,F,0,28
856380,2,F,0,35
828460,2,F,0,54
859560,3,F,0,68
867850,2,F,0,21
871490,4,F,0,111
872340,1,F,0,50
881390,2,F,0,98
833940,3,F,0,65
884770,2,F,0,3013
879450,5,F,0,28
885240,2,F,0,3943
866950,16,F,0,30
888570,1,F,0,81
881060,2,F,0,196
893450,2,F,0,119
895180,2,F,0,150
341490,3,F,0,49
883300,2,F,0,44
906360,4,F,0,64
912500,2,F,0,44
922060,2,F,0,13
915930,2,F,0,37
906950,2,F,0,35
922590,2,F,0,80
931570,2,F,0,19
833770,2,F,0,21
961560,6,F,0,13
946190,2,F,0,24
912730,3,F,0,51
961110,2,F,0,48
968380,2,F,0,72
972230,2,F,0,24
980740,3,F,0,31
987060,2,F,0,94
992890,1,F,0,13
1011960,3,F,0,42
1018820,3,F,0,49
1015100,2,F,0,217
992960,3,F,0,55
1015530,4,F,0,234
1030180,4,F,0,37
1020440,6,F,0,94
1027700,3,F,0,26
1046530,2,F,0,55
1049490,3,F,0,110
603910,15,F,0,85
696880,5,F,0,242
1037010,7,F,0,24
1034410,6,F,0,29
1049510,3,F,0,45
1068340,2,F,0,173
1069540,1,F,0,27
1076780,2,F,0,27
1376940,1,F,0,11
502460,8,F,0,130
1092750,2,F,0,24
677610,4,F,0,262
1118690,2,F,0,49
1128170,2,F,0,89
1131490,1,F,0,9
1127200,2,F,0,13
889130,5,F,0,92
1138630,3,F,0,55
1137030,3,F,0,245
1148040,7,F,0,130
1151860,2,F,0,31
1136790,3,F,0,25
1154010,3,F,0,12
1157350,2,F,0,59
1155810,3,F,0,41
1155800,3,F,0,111
1158870,11,F,0,74
1156970,3,F,0,34
1171070,3,F,0,44
1163990,1,F,0,48
1169430,2,F,0,28
1062660,2,F,0,41
1162400,3,F,0,61
1183300,13,F,0,57
1200140,1,F,0,37
1113340,2,F,0,10
1206920,3,F,0,33
1220160,9,F,0,169
1216700,3,F,0,65
1135040,2,F,0,25
1227390,3,F,0,113
1223270,2,F,0,60
1068210,5,F,0,62
1151160,1,F,0,39
1237590,2,F,0,19
1235350,4,F,0,108
1250290,3,F,0,44
1245600,3,F,0,47
1260160,4,F,0,34
1259150,7,F,0,380
1233200,7,F,0,507
1273150,6,F,0,104
1229010,3,F,0,91
1278930,3,F,0,16
1289980,2,F,0,31
1271600,7,F,0,67
1170500,3,F,0,50
1307640,2,F,0,20
1293530,3,F,0,101
1295250,1,F,0,27
1238490,3,F,0,28
1307200,4,F,0,73
1312190,2,F,0,92
1305970,3,F,0,117
1311460,3,F,0,10
1302160,2,F,0,24
1333860,4,F,0,158
1333990,2,F,0,644
1308770,3,F,0,42
1250350,3,F,0,42
1251840,5,F,0,265
1343850,3,F,0,39
1354000,2,F,0,33
1367130,5,F,0,50
1360500,5,F,0,25
1373380,1,F,0,44
1386530,4,F,0,27
718750,5,F,0,63
1397040,4,F,0,34
1353180,3,F,0,52
1399480,2,F,0,84
1406110,2,F,0,31
1416850,2,F,0,33
1414090,4,F,0,42
1426810,9,F,0,35
1443990,2,F,0,21
1427420,6,F,0,70
1444170,2,F,0,54
1438110,3,F,0,61
1439850,15,F,0,27
1446690,3,F,0,14
1454600,4,F,0,17
1481580,7,F,0,45
1382160,4,F,0,72
1474990,2,F,0,47
1493230,3,F,0,44
1492510,3,F,0,57
1498590,5,F,0,20
897740,4,F,0,28
21500,2,F,0,82
432540,5,F,0,165
408860,5,F,0,83
400650,5,F,0,311
494000,7,F,0,0
504500,18,F,0,117
377350,17,F,0,237
523060,52,F,0,71
528190,3,F,0,105
535010,4,F,0,104
543540,3,F,0,191
560960,2,F,0,52
552800,40,F,0,52
529730,7,F,0,116
598620,5,F,0,61
595150,4,F,0,67
583030,55,F,0,54
650010,2,F,0,60
656910,1,F,0,49
591130,13,F,0,254
655580,2,F,0,240
656360,2,F,0,77
607190,7,F,0,98
649730,2,F,0,0
693090,6,F,0,233
749710,4,F,0,41
753240,2,F,0,108
745550,10,F,0,57
753490,5,F,0,630
667060,2,F,0,58
765560,8,F,0,134
688940,12,F,0,55
767980,2,F,0,20
600100,2,F,0,98
697160,1,F,0,109
703360,3,F,0,64
800510,2,F,0,96
823290,2,F,0,25
825620,2,F,0,36
831790,1,F,0,148
868560,2,F,0,23
633300,3,F,0,94
847570,2,F,0,33
894070,2,F,0,33
871590,3,F,0,12
914900,2,F,0,48
906650,3,F,0,45
906750,2,F,0,148
870580,3,F,0,28
962050,3,F,0,25
963150,2,F,0,53
963370,3,F,0,116
947580,2,F,0,25
666640,4,F,0,63
856270,2,F,0,66
970260,2,F,0,32
974530,10,F,0,100
981900,2,F,0,56
1000790,1,F,0,28
1031840,2,F,0,2572
827530,1,F,0,34
1031660,2,F,0,20
1043040,3,F,0,17
1047160,5,F,0,325
1054620,2,F,0,37
1052480,3,F,0,18
1059260,1,F,0,105
1059860,2,F,0,30
1063160,3,F,0,37
1095590,4,F,0,131
1102420,3,F,0,198
1119890,7,F,0,64
1125060,2,F,0,70
547130,2,F,0,66
1148960,4,F,0,42
1152050,22,F,0,40
1157080,2,F,0,16
1028030,2,F,0,91
1058210,5,F,0,34
1178310,4,F,0,29
1161220,4,F,0,188
1186510,3,F,0,77
1196520,2,F,0,42
1201500,2,F,0,35
1206180,2,F,0,115
1223090,5,F,0,37
1220880,12,F,0,29
1091190,2,F,0,19
1135130,2,F,0,28
1135150,5,F,0,38
1233510,2,F,0,19
1236480,5,F,0,216
1241780,2,F,0,19
1239270,5,F,0,304
1264760,2,F,0,121
1271980,11,F,0,54
1285500,2,F,0,46
1302000,7,F,0,36
1286560,2,F,0,29
1269770,3,F,0,43
1308510,3,F,0,30
1290850,2,F,0,53
1344890,2,F,0,6
1332590,21,F,0,67
1351220,4,F,0,75
1352750,3,F,0,26
1355820,14,F,0,45
1077740,3,F,0,53
1375970,2,F,0,33
1384390,4,F,0,162
1367880,4,F,0,34
1388030,3,F,0,37
1225220,2,F,0,25
1373290,10,F,0,43
1448650,3,F,0,104
1454680,7,F,0,32
1467620,3,F,0,38
1486530,6,F,0,32
1477650,2,F,0,48
1483010,5,F,0,61
1487870,2,F,0,22
1505240,3,F,0,19
36320,1,F,0,40
50930,4,F,0,66
403010,7,F,0,114
421620,10,F,0,96
454260,4,F,0,180
508610,2,F,0,102
513240,4,F,0,62
513200,3,F,0,173
535530,4,F,0,237
540360,12,F,0,107
552270,1,F,0,55
573330,3,F,0,63
461370,3,F,0,126
535350,5,F,0,273
496820,2,F,0,224
584760,4,F,0,190
595070,6,F,0,93
601940,3,F,0,131
577780,2,F,0,114
592570,5,F,0,0
600980,3,F,0,211
618670,4,F,0,233
617020,4,F,0,0
635830,22,F,0,98
616490,4,F,0,960
604550,2,F,0,104
655440,2,F,0,110
666660,4,F,0,153
673590,3,F,0,91
685430,3,F,0,52
671580,2,F,0,53
700560,3,F,0,176
593730,2,F,0,644
689050,2,F,0,38
660560,3,F,0,347
732480,3,F,0,72
610560,516,F,0,151
752030,2,F,0,336
626730,3,F,0,90
772440,3,F,0,88
797190,2,F,0,90
646350,4,F,0,139
805120,18,F,0,40
823330,1,F,0,0
817640,8,F,0,50
809040,2,F,0,25
792680,2,F,0,68
848630,2,F,0,40
844760,2,F,0,70
860730,12,F,0,95
850740,2,F,0,158
869930,4,F,0,26
864600,2,F,0,192
878710,18,F,0,88
877730,1,F,0,116
847860,1,F,0,83
869560,5,F,0,86
895980,3,F,0,126
906020,2,F,0,145
871710,5,F,0,609
929030,20,F,0,35
903760,9,F,0,32
955700,3,F,0,50
952010,14,F,0,45
973560,3,F,0,101
966760,4,F,0,26
1010380,1,F,0,81
962060,4,F,0,44
1017600,2,F,0,35
1029470,2,F,0,28
891990,2,F,0,24
1056650,1,F,0,41
1077540,2,F,0,35
1071090,12,F,0,48
949680,7,F,0,76
1111610,2,F,0,92
1098640,3,F,0,365
1114700,3,F,0,68
1141770,2,F,0,22
1132840,3,F,0,40
1181010,2,F,0,17
1182680,2,F,0,34
983160,4,F,0,35
1186730,2,F,0,29
1203770,2,F,0,43
1233850,21,F,0,40
1276450,4,F,0,94
1306210,2,F,0,36
1272500,6,F,0,62
1253030,2,F,0,30
1336040,2,F,0,610
1334120,2,F,0,40
1352050,2,F,0,3628
1359440,8,F,0,364
1349620,12,F,0,48
908620,2,F,0,31
1451310,6,F,0,34
1443370,2,F,0,123
1433900,7,F,0,43
1459930,2,F,0,68
1461990,6,F,0,28
1366760,5,F,0,80
1475740,6,F,0,32
1512070,2,F,0,36
312860,10,F,0,31
393770,3,F,0,96
444020,2,F,0,260
486550,14,F,0,547
493040,2,F,0,77
389010,156,F,0,0
429480,4,F,0,270
499560,5,F,0,150
533470,3,F,0,408
558740,4,F,0,164
555080,327,F,0,0
615160,2,F,0,43
635190,2,F,0,50
686640,2,F,0,212
679690,3,F,0,0
699990,2,F,0,32
632620,4,F,0,167
729310,19,F,0,67
756220,3,F,0,48
765950,2,F,0,0
778360,3,F,0,280
788720,2,F,0,739
800030,15,F,0,48
794990,3,F,0,19
814620,2,F,0,112
765530,3,F,0,21
805980,6,F,0,103
862640,1,F,0,81
870400,2,F,0,67
886020,1,F,0,32
888620,2,F,0,51
904930,2,F,0,98
884900,2,F,0,32
905180,8,F,0,115
953190,5,F,0,28
960130,9,F,0,171
974670,5,F,0,746
977590,4,F,0,149
974620,4,F,0,95
949810,6,F,0,105
1027200,3,F,0,23
1038850,2,F,0,47
1050180,2,F,0,110
1082650,1,F,0,27
1073370,3,F,0,118
1120580,3,F,0,440
1172660,3,F,0,110
1042820,2,F,0,53
1218790,11,F,0,50
1199540,3,F,0,91
1320990,5,F,0,29
1345980,138,F,0,133
1329850,3,F,0,110
1377850,5,F,0,106
1449480,3,F,0,45
1405720,4,F,0,5443
1400390,2,F,0,66
288000,3,F,0,85
438110,3,F,0,111
459630,4,F,0,376
510110,4,F,0,55
542750,1,F,0,70
564980,1,F,0,48
551780,2,F,0,254
574710,2,F,0,209
543050,3,F,0,352
593950,2,F,0,59
651560,11,F,0,345
670080,4,F,0,66
690220,2,F,0,21
681260,10,F,0,184
693240,2,F,0,73
721420,2,F,0,60
563740,2,F,0,180
744760,5,F,0,0
759950,3,F,0,122
748050,3,F,0,94
770270,4,F,0,120
769150,5,F,0,59
809470,3,F,0,43
807950,2,F,0,66
811800,5,F,0,0
837210,4,F,0,135
854030,3,F,0,286
875630,2,F,0,44
860770,5,F,0,188
590660,5,F,0,78
885320,5,F,0,297
899150,3,F,0,163
889850,2,F,0,27
938000,1,F,0,15
959850,2,F,0,235
997870,2,F,0,19
1018960,2,F,0,38
1031200,3,F,0,78
1058150,2,F,0,81
1052550,5,F,0,153
1142790,2,F,0,35
1107510,5,F,0,61
1102200,2,F,0,51
1275850,3,F,0,22
1352010,3,F,0,24
1381610,3,F,0,116
1384790,11,F,0,171
1431770,1,F,0,21
1491910,3,F,0,39
433130,5,F,0,311
434960,2,F,0,50
485270,2,F,0,131
515900,2,F,0,135
534210,3,F,0,328
552870,17,F,0,58
533660,1731,F,0,80
615680,3,F,0,116
614530,5,F,0,1302
665670,5,F,0,557
672380,3,F,0,0
667050,6,F,0,276
709280,9,F,0,1079
768130,2,F,0,74
762850,3,F,0,27
807850,3,F,0,77
790950,2,F,0,110
808420,10,F,0,280
811950,3,F,0,61
811180,4,F,0,45
814640,2,F,0,80
843820,2,F,0,42
746020,5,F,0,186
690250,2,F,0,199
858180,3,F,0,17
600670,2,F,0,763
862790,3,F,0,62
870000,2,F,0,0
897390,9,F,0,130
924040,3,F,0,4843
1006900,3,F,0,80
1133230,3,F,0,56
1026770,2,F,0,103
1151400,2,F,0,89
1154480,3,F,0,87
1165290,4,F,0,66
1215410,9,F,0,67
1160480,3,F,0,163
1284050,3,F,0,35
1351880,4,F,0,66
1356880,2,F,0,22
1424640,4,F,0,76
1435840,5,F,0,13
489050,2,F,0,102
513810,15,F,0,134
614560,14,F,0,1006
592060,28,F,0,166
569180,6,F,0,346
660270,13,F,0,33
740150,2,F,0,38
729740,19,F,0,42
738450,5,F,0,218
739030,3,F,0,292
643950,6,F,0,190
827170,7,F,0,79
819210,7,F,0,0
860580,2,F,0,84
845520,4,F,0,148
893590,2,F,0,38
910430,2,F,0,89
1306860,11,F,0,24
288710,2,F,0,61
433120,4,F,0,168
753670,2,F,0,71
807880,3,F,0,42
812180,2,F,0,244
814630,3,F,0,81
831540,2,F,0,184
856410,2,F,0,208
883170,2,F,0,152
961920,2,F,0,207
1015240,3,F,0,50
1015470,4,F,0,79
1050810,3,F,0,52
1155150,11,F,0,80
1113750,6,F,0,43
1191820,2,F,0,38
1216720,3,F,0,97
1297370,2,F,0,49
1383990,5,F,0,47
1430980,3,F,0,173
586160,947,F,0,71
595030,2,F,0,222
588070,4,F,0,180
677870,4,F,0,224
665200,5,F,0,211
684130,3,F,0,2698
724580,5,F,0,111
669730,3,F,0,4194
708510,10,F,0,92
731700,2,F,0,86
738080,2,F,0,136
771470,3,F,0,118
773120,3,F,0,39
794300,3,F,0,35
850950,2,F,0,124
860670,2,F,0,116
781150,4,F,0,1122
1006170,19,F,0,45
1103920,10,F,0,36
1141640,136,F,0,61
1246390,4,F,0,62
1411170,5,F,0,38
544220,2,F,0,243
637040,3,F,0,0
737820,4,F,0,77
789220,2,F,0,416
813240,3,F,0,126
790810,3,F,0,156
811190,1,F,0,83
822550,3,F,0,0
910220,2,F,0,12
313190,2,F,0,57
509440,4,F,0,95
788800,16,F,0,124
777310,2,F,0,65
833640,2,F,0,59
934710,14,F,0,411
1325450,35,F,0,49
37310,3,F,0,77
538560,4,F,0,72
566560,2,F,0,96
672050,3,F,0,72
683600,13,F,0,156
907720,10,F,0,193
916860,3,F,0,21
532950,11,F,0,146
405190,3,F,0,309
809450,2,F,0,706
931250,9,F,0,259
1460700,6,F,0,24
570910,18,F,0,41
713080,4,F,0,62
842590,2,F,0,50
875550,2,F,0,108
928070,3,F,0,185
329480,2,F,0,206
656780,4,F,0,50
660390,3,F,0,48
361370,7,F,0,349
792810,2,F,0,18
799610,6,F,0,29
868460,5,F,0,46
1067250,2,F,0,227
270430,2,F,0,167
740390,2,F,0,57
809780,3,F,0,32
840170,4,F,0,890
315480,2,F,0,83
502450,16,F,0,320
738350,23,F,0,110
807830,3,F,0,62
832550,2,F,0,79
1067560,3,F,0,273
839540,2,F,0,89
287740,2,F,0,63
427040,3,F,0,164
943880,4,F,0,20
933690,19,F,0,391
554770,401,F,0,256
861180,3,F,0,183
885090,5,F,0,354
720040,8,F,0,4256
837110,6,F,0,101
842290,15,F,0,18
269430,3999,D,0,65
655700,11,F,0,114
1417150,3,F,0,21
38090,7,F,0,65
503050,5,F,0,52
495550,8,F,0,75
481950,3,F,0,291
514770,3,F,0,55
512370,8,F,0,132
514540,1474,F,0,352
543720,3,F,0,0
552690,3,F,0,93
521300,2,F,0,93
558440,2,F,0,42
559250,10,F,0,65
565140,4,F,0,54
547210,7,F,0,57
569140,4,F,0,86
574780,4,F,0,57
574220,1,F,0,26
543940,3,F,0,0
389800,13,F,0,2411
638900,3,F,0,52
620130,3576,D,0,69
647910,3,F,0,52
644400,1,F,0,49
649820,3,F,0,194
668800,2,F,0,39
678400,4,F,0,35
673540,2,F,0,62
655200,10,F,0,120
664440,2,F,0,20
676680,1,F,0,29
689300,2,F,0,50
645240,2,F,0,195
695320,2,F,0,25
696010,3,F,0,59
716370,2,F,0,18
710400,2,F,0,45
717060,2,F,0,40
709550,2,F,0,22
683430,2,F,0,42
665790,4,F,0,0
712760,2,F,0,64
471200,2,F,0,40
710620,3,F,0,210
719270,3,F,0,182
705530,2,F,0,71
729970,2,F,0,77
713980,3,F,0,71
735700,2,F,0,73
756740,2,F,0,54
748830,2,F,0,24
730690,2,F,0,44
778470,3,F,0,124
780570,1,F,0,17
758590,3,F,0,46
769160,2,F,0,0
772340,5,F,0,70
787940,2,F,0,21
773620,4,F,0,31
783790,5,F,0,0
805260,2,F,0,28
766300,3,F,0,0
725910,3,F,0,23
812360,2,F,0,111
826810,4,F,0,26
813020,3,F,0,21
1113760,4,F,0,40
841830,4,F,0,33
830520,3,F,0,22
818670,1,F,0,20
799590,2,F,0,56
723600,3,F,0,30
745520,2,F,0,176
846210,3,F,0,39
486430,6,F,0,32
865750,4,F,0,40
867130,2,F,0,64
866500,3,F,0,40
847800,3,F,0,11
785560,2,F,0,0
877180,3,F,0,35
869440,3,F,0,70
887750,2,F,0,32
849140,4,F,0,328
852190,2,F,0,36
880720,3,F,0,133
763380,3,F,0,65
908000,1,F,0,38
891850,3,F,0,216
895610,3,F,0,46
848080,4,F,0,176
919890,2,F,0,39
927080,3,F,0,84
828270,3,F,0,30
909200,2,F,0,20
929400,6,F,0,43
929410,5,F,0,43
938850,3,F,0,42
938170,1,F,0,34
925830,4,F,0,83
926610,2,F,0,50
941000,3,F,0,51
938260,2,F,0,158
943950,2,F,0,24
918690,2,F,0,31
946690,1,F,0,18
947330,3,F,0,57
908840,5,F,0,52
970470,2,F,0,62
925160,3,F,0,122
976830,2,F,0,58
976870,2,F,0,24
933030,3,F,0,21
953920,1,F,0,27
964060,2,F,0,32
972420,6,F,0,55
970900,4,F,0,28
831150,2,F,0,46
682160,2,F,0,28
964110,2,F,0,55
995170,3,F,0,87
981620,2,F,0,32
992520,2,F,0,19
984910,1,F,0,29
999030,4,F,0,30
999250,3,F,0,30
1010920,2,F,0,78
995900,4,F,0,28
1014180,2,F,0,77
929640,8,F,0,137
1018980,2,F,0,24
1022550,3,F,0,55
969340,4,F,0,511
1023560,3,F,0,47
1026560,11,F,0,24
945390,2,F,0,20
1011860,2,F,0,33
1034030,3,F,0,42
955550,2,F,0,49
1032070,2,F,0,36
1025480,3,F,0,141
921890,4,F,0,276
981450,3,F,0,62
885220,2,F,0,15
1055150,3,F,0,127
1358180,1,F,0,36
1051280,2,F,0,20
1058570,2,F,0,52
1055020,3,F,0,86
1064360,1,F,0,16
1093870,3,F,0,27
1084920,3,F,0,23
1090650,3,F,0,28
1065410,8,F,0,30
1101770,2,F,0,97
1095840,7,F,0,25
1068680,3,F,0,31
1081630,3,F,0,22
1123070,3,F,0,29
1129410,3,F,0,33
788000,3,F,0,166
1111220,2,F,0,51
1110350,1,F,0,13
1121100,2,F,0,31
1118570,2,F,0,57
1071860,4,F,0,40
1035880,5,F,0,29
1018240,2,F,0,17
1112700,2,F,0,26
1074390,2,F,0,24
1146090,2,F,0,8
1142320,2,F,0,25
1147280,3,F,0,54
1076360,4,F,0,31
1150480,4,F,0,57
1159550,2,F,0,42
1147840,3,F,0,59
1167730,3,F,0,32
1171110,3,F,0,77
1160040,4,F,0,95
1147600,2,F,0,26
1102230,4,F,0,62
1170110,2,F,0,30
1014750,3,F,0,98
999430,3,F,0,19
1185390,3,F,0,18
1171220,6,F,0,87
1141390,2,F,0,43
1184260,2,F,0,38
1194170,2,F,0,19
1199780,4,F,0,28
1197530,5,F,0,38
1198900,5,F,0,192
1143570,1,F,0,17
1195430,3,F,0,21
1170300,4,F,0,92
1201650,3,F,0,36
1198080,5,F,0,331
1210970,3,F,0,22
1203600,4,F,0,31
1221830,2,F,0,13
1218850,3,F,0,36
1213450,2,F,0,176
1098660,2,F,0,22
1214530,2,F,0,19
1205370,2,F,0,33
1226920,4,F,0,50
1228960,2,F,0,32
1070350,3,F,0,216
1251520,4,F,0,68
1237310,3,F,0,49
1240040,4,F,0,27
1250210,3,F,0,74
1247240,3,F,0,73
1233230,3,F,0,122
1232290,2,F,0,23
1230160,3,F,0,31
1253050,2,F,0,14
1222980,2,F,0,45
1143550,6,F,0,265
1231570,2,F,0,24
1273890,4,F,0,21
1285350,2,F,0,9
1285070,2,F,0,38
1279020,2,F,0,26
982250,4,F,0,43
1254070,1,F,0,34
1283890,2,F,0,10
1296650,4,F,0,54
1285490,2,F,0,15
1289170,5,F,0,65
1290040,4,F,0,30
1290670,1,F,0,9
1286640,2,F,0,61
1291020,2,F,0,21
1271760,4,F,0,15
1290920,2,F,0,34
877610,3,F,0,20
1310230,2,F,0,27
1268700,3,F,0,31
1298020,3,F,0,48
1167490,4,F,0,33
1332800,2,F,0,9
1337020,3,F,0,17
1299430,4,F,0,101
1251330,3,F,0,17
1332940,3,F,0,134
1333030,4,F,0,90
1332540,5,F,0,54
1335880,3,F,0,21
1338360,2,F,0,14
1299710,4,F,0,119
1357930,2,F,0,16
1351310,2,F,0,15
1348400,3,F,0,75
1347960,2,F,0,23
1332120,2,F,0,45
1322740,2,F,0,28
1351550,8,F,0,47
1027710,3,F,0,27
1323480,3,F,0,33
1363560,6,F,0,42
1335340,1,F,0,19
1362720,3,F,0,21
895000,5,F,0,17
1365550,2,F,0,40
1289750,3,F,0,19
1328560,5,F,0,36
1337060,2,F,0,48
1388010,2,F,0,10
1339750,2,F,0,29
1381640,3,F,0,16
1374900,1,F,0,21
1373580,2,F,0,16
1385350,3,F,0,12
1385670,4,F,0,138
1377240,3,F,0,19
1383410,2,F,0,11
1376820,1,F,0,30
1367980,2,F,0,40
1388720,3,F,0,66
1339170,2,F,0,24
1290480,2,F,0,31
1394600,4,F,0,20
1416150,2,F,0,23
1354580,3,F,0,97
1375270,2,F,0,42
1400480,2,F,0,16
1271340,4,F,0,37
1392790,3,F,0,13
1389180,2,F,0,17
1367580,4,F,0,122
1221880,5,F,0,14
1414220,2,F,0,28
1380820,4,F,0,11
1416690,2,F,0,61
1410850,3,F,0,29
1428270,2,F,0,13
1361120,4,F,0,22
1417640,6,F,0,31
1431020,4,F,0,11
1295420,12,F,0,27
1390060,2,F,0,41
1340020,6,F,0,43
1432480,5,F,0,68
1406150,2,F,0,19
1424080,24,F,0,43
1443160,4,F,0,61
1435660,2,F,0,32
1430200,7,F,0,71
1440780,3,F,0,10
1456340,3,F,0,31
1454690,2,F,0,24
1434000,2,F,0,27
1451720,5,F,0,27
1453450,4,F,0,55
1441300,7,F,0,269
1455490,2,F,0,19
1462640,9,F,0,65
1402480,0,F,0,1075
486410,3,F,0,142
1469860,2,F,0,7
972390,4,F,0,79
1463510,3,F,0,44
1472320,3,F,0,53
1472040,2,F,0,22
1462720,2,F,0,19
1354530,3,F,0,20
1479530,2,F,0,24
1504260,3,F,0,28
757850,2,F,0,28
1464120,5,F,0,163
1480740,5,F,0,110
871210,14,F,0,597
1478240,1,F,0,21
1499300,2,F,0,10
1398420,4,F,0,37
1383700,12,F,0,176
1485630,2,F,0,142
1509150,3,F,0,18
1519770,4,F,0,13
36130,4,F,0,240
47520,2,F,0,93
374630,3,F,0,0
364260,7,F,0,165
406690,2,F,0,80
458110,2,F,0,84
428230,6,F,0,160
467170,2,F,0,108
472720,3,F,0,97
489810,3,F,0,101
507140,7,F,0,125
482210,3,F,0,63
503690,3,F,0,79
522000,3,F,0,118
519540,2,F,0,79
520300,4,F,0,302
537920,2,F,0,57
534270,8,F,0,57
541410,2,F,0,78
517960,2,F,0,53
569270,3,F,0,57
586700,3,F,0,76
599180,2,F,0,68
527960,3,F,0,170
601320,4,F,0,108
625900,4,F,0,140
635520,4,F,0,63
625800,3,F,0,218
625690,3,F,0,733
636020,5,F,0,51
637870,3,F,0,66
619380,2,F,0,72
658210,2,F,0,55
666910,3,F,0,71
664050,2,F,0,0
483490,3,F,0,67
432790,4,F,0,54
671050,8,F,0,29
672190,1,F,0,31
678100,3,F,0,106
693380,2,F,0,55
694960,2,F,0,30
685920,2,F,0,44
692190,6,F,0,74
700400,10,F,0,290
700460,2,F,0,113
720600,2,F,0,27
701010,12,F,0,270
671540,2,F,0,61
724340,2,F,0,53
735320,1,F,0,89
709470,4,F,0,141
737730,2,F,0,62
659570,2,F,0,43
738030,5,F,0,53
657550,2,F,0,52
785070,3,F,0,21
790960,3,F,0,242
779120,2,F,0,0
800910,2,F,0,0
802780,4,F,0,22
712890,4,F,0,123
816730,2,F,0,28
782460,5,F,0,0
745650,9,F,0,69
810420,2,F,0,21
783720,3,F,0,88
836300,3,F,0,45
832510,2,F,0,31
848270,2,F,0,44
652460,3,F,0,120
735030,1,F,0,31
841870,3,F,0,38
853850,13,F,0,63
780630,3,F,0,45
859530,2,F,0,39
768020,2,F,0,85
866710,4,F,0,29
854330,3,F,0,49
875520,2,F,0,24
880270,4,F,0,120
819220,3,F,0,28
879600,3,F,0,136
820890,4,F,0,657
898290,2,F,0,71
896370,2,F,0,29
785590,135,F,0,37
886600,3,F,0,80
883810,3,F,0,41
898680,3,F,0,27
921050,2,F,0,41
604630,4,F,0,130
915570,2,F,0,7
926120,4,F,0,28
912650,3,F,0,279
927050,10,F,0,42
771340,2,F,0,86
929280,2,F,0,26
935350,2,F,0,16
881260,1,F,0,70
760580,5,F,0,54
916620,3,F,0,58
903640,1,F,0,28
944640,4,F,0,193
928230,2,F,0,44
947260,3,F,0,58
954760,2,F,0,19
914250,7,F,0,269
974040,3,F,0,80
975770,2,F,0,47
559360,3,F,0,19
886350,2,F,0,20
972940,1,F,0,19
964700,2,F,0,40
888380,2,F,0,43
966420,5,F,0,55
754480,4,F,0,23
1000600,3,F,0,33
944730,7,F,0,29
1010480,1,F,0,78
1000810,1,F,0,130
1007070,5,F,0,201
1018720,4,F,0,365
1035700,6,F,0,274
1034870,3,F,0,236
1002420,5,F,0,114
1029150,20,F,0,50
1046330,2,F,0,23
1041390,3,F,0,117
1019270,2,F,0,119
1048470,3,F,0,41
1012360,3,F,0,258
1055970,7,F,0,57
1039860,2,F,0,41
619270,2,F,0,142
1072350,4,F,0,61
1067280,3,F,0,29
1074150,3,F,0,86
1048090,2,F,0,120
1095380,2,F,0,25
1080120,2,F,0,41
383940,4,F,0,295
1018560,8,F,0,42
1076100,4,F,0,189
1109080,40,F,0,20
1101850,3,F,0,86
1115620,3,F,0,21
1114630,2,F,0,46
1124190,3,F,0,23
1131680,2,F,0,46
1123000,3,F,0,27
1132290,4,F,0,372
1111310,4,F,0,45
1138810,2,F,0,22
1145970,4,F,0,38
1134390,3,F,0,52
1163170,4,F,0,82
1098730,3,F,0,55
1155560,2,F,0,25
1099090,5,F,0,280
961850,5,F,0,265
1190590,2,F,0,53
1185950,3,F,0,85
1197010,3,F,0,25
1196390,4,F,0,23
1202410,8,F,0,202
1200250,2,F,0,70
1191190,4,F,0,94
1202990,3,F,0,74
1199420,2,F,0,66
1215540,3,F,0,50
615700,11,F,0,93
1212440,1,F,0,51
1113850,3,F,0,47
1023110,2,F,0,12
1212930,2,F,0,57
1226890,4,F,0,119
1234600,2,F,0,46
1255730,2,F,0,22
1253720,2,F,0,15
1231130,2,F,0,33
1243640,2,F,0,65
1242830,2,F,0,55
1198380,6,F,0,165
1235130,2,F,0,23
1247030,3,F,0,51
1255140,4,F,0,27
1258560,3,F,0,51
1239180,2,F,0,35
1263720,1,F,0,32
1254110,2,F,0,27
1259390,2,F,0,32
1283350,3,F,0,40
1273930,2,F,0,30
1282710,1,F,0,56
1220850,2,F,0,34
1265140,2,F,0,61
